Coluna1,Coluna2,Coluna3,Coluna4,Coluna5
Men,2014,Fiol Mauricio,PER,08:23.1
Men,2014,Draganosky Bryan,USA,08:23.1
Men,2014,Peterson Alex,USA,08:23.2
Men,2014,Erlenmeyer Danny,USA,08:23.3
Men,2014,Rasovszky Kristof,HUN,08:23.3
Men,2014,Brady Andrew,USA,08:23.3
Men,2014,Burns Hayden,USA,08:23.3
Men,2014,Mignon Clement,FRA,08:23.4
Men,2014,Ball Ryan,USA,08:23.4
Men,2014,Bis Daniel,POL,08:23.4
Men,2014,Singley Ted,USA,08:23.5
Men,2014,Cacheux Theo,FRA,08:23.5
Men,2014,Santos Joao Carlos,POR,08:23.5
Men,2014,Ventura Luis,MEX,08:23.6
Men,2014,Pedrosa Canero Pablo,ESP,08:23.7
Men,2014,Tricas Vidal Hector Jose,ESP,08:23.8
Men,2014,Davis Tal,USA,08:23.9
Men,2014,Barta Marton,HUN,08:24.0
Men,2014,Collins Jack,USA,08:24.0
Men,2014,Freeman Trey,USA,08:24.1
Men,2014,Masse-Savard Nicolas,CAN,08:24.1
Men,2014,Wilson Toby,AUS,08:24.1
Men,2014,Gieshold Tim,GER,08:24.1
Men,2014,Dmytriyev Roman,CZE,08:24.2
Men,2014,Belo Joao Pedro,POR,08:24.2
Men,2014,Maric Dushan,AUS,08:24.2
Men,2014,Takahashi Ken,USA,08:24.2
Men,2014,Smith T.C.,USA,08:24.4
Men,2014,Campbell Henry,USA,08:24.4
Men,2014,Brennan Reece,AUS,08:24.6
Men,2014,Dannhauser Joshua,RSA,08:24.6
Men,2014,Bayo Christian,PUR,08:24.7
Men,2014,Rivera Miranda Marcos,ESP,08:24.7
Men,2014,Antipov Daniil,RUS,08:24.7
Men,2014,Belyaev Kirill,RUS,08:24.8
Men,2014,Staniszewski Adam,POL,08:24.8
Men,2014,Cherenkov Sergei,RUS,08:24.8
Men,2014,Ogren Curtis,USA,08:24.9
Men,2014,Coan Giovanni,ITA,08:24.9
Men,2014,Sidler Marco,SUI,08:24.9
Men,2014,Novak Petr,CZE,08:25.0
Men,2014,O'Donnell Matthew,USA,08:25.0
Men,2014,Yasser Mohamed Ahmed,EGY,08:25.0
Men,2014,Morales Yeziel,PUR,08:25.0
Men,2014,Murphy Colin,USA,08:25.0
Men,2014,Boscaino Nazareno,USA,08:25.1
Men,2014,Lowther Chris,GBR,08:25.1
Men,2014,Bromer Viktor B.,DEN,08:25.2
Men,2014,Brown Jonathan,CAN,08:25.2
Men,2014,Miki Shinpei,JPN,08:25.3
Men,2014,Hamill Mackenzie,CAN,08:25.3
Men,2014,Scarlat Bogdan,ROU,08:25.4
Men,2014,Trap Alexander,BEL,08:25.5
Men,2014,van Audekerke Nils,BEL,08:25.6
Men,2014,Sadio Joseph,GBR,08:25.6
Men,2014,Herwig Marcus,GER,08:25.7
Men,2014,Straubinger Florian,GER,08:25.7
Men,2014,Edgecombe Carter,NZL,08:25.7
Men,2014,Horvath George,USA,08:25.7
Men,2014,Zhang Shuhuai,CHN,08:25.8
Men,2014,Holme Adam,CAN,08:25.9
Men,2014,Bradshaw Pierce,USA,08:26.1
Men,2014,Bertola Guillermo,ARG,08:26.1
Men,2014,Evsikov Anton,RUS,08:26.1
Men,2014,Gezmis Ergecan,TUR,08:26.2
Men,2014,Guillot Remy,FRA,08:26.2
Men,2014,Oezcan Kaan,TUR,08:26.4
Men,2014,Snyder Austin,USA,08:26.4
Men,2014,Lamar Simon,USA,08:26.4
Men,2014,Hentschel Paul,GER,08:26.4
Men,2014,Nemeth Peter,AUT,08:26.5
Men,2014,Teo Zhen Ren,SIN,08:26.5
Men,2014,Bonanca Mario Andre,POR,08:26.5
Men,2014,Venturi Bertrand,FRA,08:26.6
Men,2014,Graham Jared,USA,08:26.6
Men,2014,Monteagudo Aragon Jean Pierre,PER,08:26.7
Men,2014,Watanabe Syuya,JPN,08:26.7
Men,2014,Haines Harrison,AUS,08:26.8
Men,2014,Wulf Malte,GER,08:27.0
Men,2014,Kohata Kai,JPN,08:27.0
Men,2014,Zhulanov Nikita,RUS,08:27.0
Men,2014,King Aimeson,CAN,08:27.1
Men,2014,Seres Edwin,HUN,08:27.1
Men,2014,Ress Eric,FRA,08:27.2
Men,2014,Calloni Johannes,ITA,08:27.3
Men,2014,Philippe Baptiste,FRA,08:27.3
Men,2014,Bayne Connor,CAN,08:27.3
Men,2014,Holm Viktor,DEN,08:27.3
Men,2014,Vasquez Tapia-Vera Cristian,ESP,08:27.5
Men,2014,Stasiunas Matt,USA,08:27.5
Men,2014,Karatrados Ilias,GRE,08:27.5
Men,2014,Myshko Aliaksandr,BLR,08:27.6
Men,2014,Apel Aaron,USA,08:27.6
Men,2014,Corbel Yann,FRA,08:27.7
Men,2014,Wielinski Jacob,USA,08:27.7
Men,2014,Becella Lucas,FRA,08:27.8
Men,2014,Goleniec Lukasz,POL,08:28.0
Men,2014,Cansen Deniz,AUS,08:28.1
Men,2014,Plato Simon,SWE,08:28.1
Men,2014,Foulke Keegan,USA,08:28.1
Men,2014,Bosch Planas Jordi,ESP,08:28.2
Men,2014,Paltrinieri Gregorio,ITA,14:39.9
Men,2014,Cochrane Ryan,CAN,14:44.0
Men,2014,Horton Mack,AUS,14:48.8
Men,2014,Sun Yang,CHN,14:49.7
Men,2014,Joensen Pal,FAR,14:50.6
Men,2014,Jaeger Connor,USA,14:51.1
Men,2014,Detti Gabriele,ITA,14:52.5
Men,2014,Harrison Jordan,AUS,14:53.7
Men,2014,Milne Stephen,GBR,14:53.8
Men,2014,Yamamoto Kohei,JPN,14:54.8
Men,2014,Jervis Daniel,GBR,14:55.3
Men,2014,McBroom Michael,USA,14:56.2
Men,2014,Wilimovsky Jordan,USA,14:56.3
Men,2014,Gyurta Gergely,HUN,14:57.4
Men,2014,Lelliott Jay,GBR,14:58.7
Men,2014,Fogg Daniel,GBR,14:59.9
Men,2014,Kis Gergo,HUN,15:01.7
Men,2014,Park Tae-Hwan,KOR,15:03.4
Men,2014,Ryan Sean,USA,15:03.8
Men,2014,Pizzetti Samuel,ITA,15:04.8
Men,2014,Takeda Shogo,JPN,15:05.2
Men,2014,Wang Kecheng,CHN,15:06.7
Men,2014,Romanchuk Mykhaylo,UKR,15:07.2
Men,2014,Hirai Ayatsugu,JPN,15:07.3
Men,2014,Nagy Richard,SVK,15:07.3
Men,2014,Takiguchi Yohei,JPN,15:07.5
Men,2014,Agnel Yannick,FRA,15:07.8
Men,2014,Gemmell Andrew,USA,15:07.8
Men,2014,Brown Myles,RSA,15:08.6
Men,2014,Bouchaut Joris,FRA,15:08.7
Men,2014,Christiansen Henrik,NOR,15:09.5
Men,2014,Levings Matthew,AUS,15:09.7
Men,2014,Wojdak Wojciech,POL,15:10.0
Men,2014,Grainger Nicholas,GBR,15:10.6
Men,2014,Weertman Ferry,NED,15:10.7
Men,2014,Burns Janardan,USA,15:11.3
Men,2014,Klueh Michael,USA,15:11.4
Men,2014,Arroyo Perez Antonio,ESP,15:11.9
Men,2014,Joly Damien,FRA,15:12.7
Men,2014,Micka Jan,CZE,15:13.1
Men,2014,Brzoskowski Maarten,NED,15:13.2
Men,2014,Meissner Soeren,GER,15:13.4
Men,2014,Watanabe Ryota,JPN,15:13.6
Men,2014,Sanchez Torrens Marc,ESP,15:13.8
Men,2014,Zu Lijun,CHN,15:14.2
Men,2014,Feeley Ryan,USA,15:14.2
Men,2014,Burnell Jack,GBR,15:14.6
Men,2014,Furtek Pawel,POL,15:15.1
Men,2014,Brothers Will,CAN,15:15.4
Men,2014,Egan Liam,USA,15:15.5
Men,2014,Valente Miguel,BRA,15:16.1
Men,2014,Maitland Kier,CAN,15:16.2
Men,2014,Frayler Arthur,USA,15:16.3
Men,2014,Naidich Martin,ARG,15:16.3
Men,2014,O'Connor Daniel,USA,15:16.4
Men,2014,Ores Jacob,USA,15:16.9
Men,2014,Smith Cj,USA,15:17.0
Men,2014,Pannier Anthony,FRA,15:17.0
Men,2014,Ipsen Anton,DEN,15:17.1
Men,2014,Enderica Esteban,ECU,15:17.1
Men,2014,Abrosimov Kirill,RUS,15:17.3
Men,2014,Hedlin Eric,CAN,15:17.3
Men,2014,Wataru Takeda,JPN,15:17.9
Men,2014,Reymond Axel,FRA,15:18.1
Men,2014,Sweetser True,USA,15:18.6
Men,2014,Heron David,USA,15:18.9
Men,2014,Litherland Kevin,USA,15:18.9
Men,2014,McLoughlin Jack,AUS,15:19.1
Men,2014,Mellouli Oussama,TUN,15:19.1
Men,2014,Vanelli Federico,ITA,15:19.7
Men,2014,Muffels Rob,GER,15:19.8
Men,2014,Sato Yuto,JPN,15:19.8
Men,2014,Hamilton Craig,GBR,15:20.2
Men,2014,Miyamoto Yosuke,JPN,15:20.2
Men,2014,Rapp Clemens,GER,15:20.8
Men,2014,Furlan Matteo,ITA,15:20.9
Men,2014,Hirai Yasunari,JPN,15:21.1
Men,2014,Sawrymowicz Mateusz,POL,15:21.2
Men,2014,Ruffini Simone,ITA,15:21.3
Men,2014,McKay Jon,CAN,15:21.8
Men,2014,Zaborowski Filip,POL,15:22.2
Men,2014,Acosta Marcelo,ESA,15:22.4
Men,2014,Almeida Brandonn,BRA,15:22.5
Men,2014,Yang Jintong,CHN,15:22.6
Men,2014,Nohara So,JPN,15:22.8
Men,2014,Kanieski Lucas,BRA,15:22.8
Men,2014,de Deus Leonardo,BRA,15:22.9
Men,2014,Hidaka Fumiya,JPN,15:23.4
Men,2014,Poort Jarrod,AUS,15:23.4
Men,2014,Gianniotis Spyridon,GRE,15:23.5
Men,2014,Ransford Patrick J,USA,15:23.6
Men,2014,Kulikov Evgeny,RUS,15:24.2
Men,2014,Moriyoshi Shinpei,JPN,15:24.5
Men,2014,Tozaki Tasuku,JPN,15:24.7
Men,2014,Park Suk Hyun,KOR,15:25.1
Men,2014,Karap Nezir,TUR,15:25.1
Men,2014,Capp Nathan R,NZL,15:25.3
Men,2014,Vio Tommaso Leopoldo,ITA,15:25.3
Men,2014,Dudas Daniel,HUN,15:25.4
Men,2014,Vial Collet Enzo,FRA,15:25.5
Men,2014,Arapiraca Luis,BRA,15:25.7
Men,2014,Baggio Luca,ITA,15:25.8
Men,2014,Cremin Martin,GBR,15:26.4
Men,2014,Brothers Peter,CAN,15:26.6
Men,2014,Fokaidis Adonios,GRE,15:26.6
Men,2014,de Angulo Mateo,COL,15:26.7
Men,2014,Huang Guo Ting,TPE,15:26.8
Men,2014,D'Oriano Nicolas,FRA,15:27.1
Men,2014,Park Jin Woo,KOR,15:27.2
Men,2014,Houck Logan,USA,15:27.3
Men,2014,Higashi Junpei,JPN,15:27.4
Men,2014,Greenhalgh Andrew,USA,15:27.5
Men,2014,Knight Joel,GBR,15:28.3
Men,2014,Magnan Sam,USA,15:28.6
Men,2014,Arteta Andy,VEN,15:29.3
Men,2014,Bock Maximilian,GER,15:29.3
Men,2014,Barros Luiz,BRA,15:29.3
Men,2014,Kaczmarski Marcin,POL,15:29.4
Men,2014,Hinawi Marc,ISR,15:29.5
Men,2014,Bolzonello Nicola,ITA,15:29.5
Men,2014,Burns Aidan,USA,15:29.7
Men,2014,Grieshop Sean,USA,15:29.9
Men,2014,Abbott Taylor,USA,15:29.9
Men,2014,Aviotti Drew,USA,15:30.0
Men,2014,Nakaya Shingo,JPN,15:30.3
Men,2014,Gomez Perez Alejandro,VEN,15:30.3
Men,2014,Parmigiani Gianlorenzo,ITA,15:30.4
Men,2014,Pereyra Juan,ARG,15:30.4
Men,2014,Linker Adam,USA,15:30.8
Men,2014,Norman Nick,USA,15:31.0
Men,2014,Villarinho Diogo,BRA,15:31.3
Men,2014,Thomson Danny,USA,15:31.4
Men,2014,Ambros Lukas,AUT,15:31.4
Men,2014,Yeap Kevin Soon Choy,MAS,15:31.7
Men,2014,Rakos Patrik,HUN,15:31.9
Men,2014,Back Sung Ho,KOR,15:32.0
Men,2014,Kriegl Roger,USA,15:32.1
Men,2014,Mainstone Rhys,AUS,15:32.2
Men,2014,Occhipinti Alessio,ITA,15:32.3
Men,2014,Verraszto David,HUN,15:32.4
Men,2014,Saitou Takumi,JPN,15:32.4
Men,2014,Hughes Caleb,GBR,15:32.5
Men,2014,Huxhold Mitchell,USA,15:32.5
Men,2014,Shemberyev Maxym,UKR,15:32.6
Men,2014,Allen Tom,GBR,15:32.8
Men,2014,Stitt Cameron,USA,15:33.1
Men,2014,Auboeck Felix,AUT,15:33.1
Men,2014,Frolov Sergiy,UKR,15:33.2
Men,2014,Lam Quang Nhat,VIE,15:33.2
Men,2014,Maksumov Ernest,RUS,15:33.2
Men,2014,Grothe Zane,USA,15:33.4
Men,2014,Debast Benoit,FRA,15:33.4
Men,2014,Gabrysz Wojciech,POL,15:33.5
Men,2014,Koski Matias,FIN,15:33.6
Men,2014,McLean Matt,USA,15:33.8
Men,2014,Litchfield Max,GBR,15:33.9
Men,2014,Bau Martin,SLO,15:34.0
Men,2014,Costa Guilherme,BRA,15:34.3
Men,2014,Pielowski Krzysztof,POL,15:34.4
Men,2014,Manousakis Nikolaos,GRE,15:34.5
Men,2014,Brandl David,AUT,15:34.7
Men,2014,Komatsushiro Kazuma,JPN,15:34.8
Men,2014,Mattioli Raphael,BRA,15:35.1
Men,2014,Cattin Vidal Damien,FRA,15:35.5
Men,2014,Heidtmann Jacob,GER,15:35.5
Men,2014,Hyogo Kei,JPN,15:35.5
Men,2014,Beraud Romain,FRA,15:35.6
Men,2014,Casey Brendan,USA,15:35.9
Men,2014,Acerenza Domenico,ITA,15:36.0
Men,2014,Abruzzo Andrew,USA,15:36.0
Men,2014,Maczka Blake,USA,15:36.1
Men,2014,Iwashita Kouhei,JPN,15:36.2
Men,2014,Singley Ted,USA,15:36.3
Men,2014,Sunter Thomas,GBR,15:36.3
Men,2014,Brito Cassio,BRA,15:36.3
Men,2014,Potenza Rocco,ITA,15:36.4
Men,2014,Parrish Joshua,AUS,15:36.5
Men,2014,Asbury Shane,AUS,15:36.9
Men,2014,Howley Thomas,GBR,15:37.0
Men,2014,Satou Yuuya,JPN,15:37.0
Men,2014,Olvera Alejos Julio Andres,MEX,15:37.1
Men,2014,Negris Dimitrios,GRE,15:37.2
Men,2014,Schenk Grant,USA,15:37.2
Men,2014,Druzhinin Ilya,RUS,15:37.2
Men,2014,Vivas Egea Marc,ESP,15:37.4
Men,2014,Cuignet Charlie,FRA,15:37.5
Men,2014,Koyama Yuuma,JPN,15:37.6
Men,2014,Solpekovskiy Alexey,RUS,15:37.8
Men,2014,Bayo Christian,PUR,15:37.9
Men,2014,Hirschberger Matthew,USA,15:38.1
Men,2014,Munoz Nic,USA,15:38.4
Men,2014,Sanuki Syougo,JPN,15:38.5
Men,2014,Nakashima Takumi,JPN,15:38.5
Men,2014,Iwai Youju,JPN,15:38.8
Men,2014,Derbyshire Tom,GBR,15:38.9
Men,2014,Bolshakov Sergey,RUS,15:39.1
Men,2014,Brumana Federico,ITA,15:39.1
Men,2014,Saemundsson Sven Arnar,CRO,15:39.1
Men,2014,Yoshida Atsuya,JPN,15:39.3
Men,2014,Goicoechea Casanueva Victor,ESP,15:39.3
Men,2014,Escrits Manosa Albert,ESP,15:39.4
Men,2014,Kuznetsov Dmitry,RUS,15:39.4
Men,2014,Tomita Suguru,JPN,15:39.6
Men,2014,Tolosa Olazabal Juan,ESP,15:40.0
Men,2014,Koldehoff Johannes,GER,15:40.2
Men,2014,Celic Vuk,SRB,15:40.5
Men,2014,Cho Cheng-Chi,TPE,15:40.5
Men,2014,Fujiwara Satoi,JPN,15:40.7
Men,2014,Rosales Rodriguez Ricardo,ESP,15:40.8
Men,2014,Muehlleitner Henning,GER,15:40.9
Men,2014,Choi Min Woo,KOR,15:41.0
Men,2014,Holmquist Stephen,USA,15:41.4
Men,2014,Powell Garrett,USA,15:41.5
Men,2014,Rainey Ian,USA,15:41.7
Men,2014,Barr Angus,GBR,15:41.7
Men,2014,Yildirimer Ediz,TUR,15:41.9
Men,2014,Brantu Benjamin,FRA,15:42.0
Men,2014,Suggitt Chris,GBR,15:42.0
Men,2014,Legoshin Timofey,RUS,15:42.1
Men,2014,Castera Mathis,FRA,15:42.2
Men,2014,Kawahara Harumi,JPN,15:42.3
Men,2014,Fedorov Alexander,RUS,15:42.5
Men,2014,Bryant Calvin,USA,15:42.6
Men,2014,Smirnov Daniil,RUS,15:42.8
Men,2014,Watahiki Hiroshi,JPN,15:42.9
Men,2014,Colbertaldo Federico,ITA,15:42.9
Men,2014,Wee Sheng Welson Sim,MAS,15:43.0
Men,2014,Piiroinen Eetu,FIN,15:43.2
Men,2014,Hansen Lachlan,AUS,15:43.2
Men,2014,Kutnik Jan,CZE,15:43.3
Men,2014,Redondo Logan,USA,15:43.3
Men,2014,Terasaki Takumi,JPN,15:43.5
Men,2014,Ng Eric,USA,15:43.6
Men,2014,Dmytriyev Roman,CZE,15:43.6
Men,2014,Matsumura Syuhei,JPN,15:43.6
Men,2014,Hashiguchi Katsuki,JPN,15:43.7
Men,2014,Roberts Jon,USA,15:43.8
Men,2014,Morales Yeziel,PUR,15:43.8
Men,2014,Kaskawal Jerad,USA,15:44.0
Men,2014,Dupuis Igor,FRA,15:44.0
Men,2014,Szurdoki Brent Miklos,RSA,15:44.2
Men,2014,Cote Tristan,CAN,15:44.2
Men,2014,Page Carter,USA,15:44.2
Men,2014,Fowler Ty,USA,15:44.3
Men,2014,Kimura Masato,JPN,15:44.3
Men,2014,Kondou Tatsuki,JPN,15:44.4
Men,2014,Kitayama Takuto,JPN,15:44.4
Men,2014,Minamide Taishin,JPN,15:44.4
Men,2014,Robinson Matthew,AUS,15:44.6
Men,2014,Springer Gavin,USA,15:44.6
Men,2014,Sano Takeru,JPN,15:44.7
Men,2014,Stobbe Eric,USA,15:44.7
Men,2014,Rosenbaum Ryan,USA,15:44.8
Men,2014,Marais Daniel,RSA,15:45.1
Men,2014,Bunch Dylan,USA,15:45.7
Men,2014,Liess Nils,SUI,15:45.7
Men,2014,Dunk Alex,GBR,15:45.8
Men,2014,Prakash Sajan,IND,15:45.8
Men,2014,Manganiello Blake,USA,15:45.9
Men,2014,Casanovas Skoubo Joan,ESP,15:46.0
Men,2014,Guertin Philippe,CAN,15:46.0
Men,2014,Ichimaru Takayuki,JPN,15:46.0
Men,2014,Ohshima Syota,JPN,15:46.1
Men,2014,Buck Justin,USA,15:46.2
Men,2014,Delgadillo Faisal Daniel,MEX,15:46.3
Men,2014,Lewis Sam,USA,15:46.4
Men,2014,Papp Mark,HUN,15:46.7
Men,2014,Ferretti Luca,ITA,15:46.7
Men,2014,Herwig Marcus,GER,15:46.8
Men,2014,Oliveira Marcos,BRA,15:46.9
Men,2014,Vigorito Lucas,FRA,15:47.1
Men,2014,Colquhoun Lachlan,AUS,15:47.2
Men,2014,Novoszath Tamas,HUN,15:47.2
Men,2014,Rasovszky Kristof,HUN,15:47.3
Men,2014,Hendrickx Lander,BEL,15:47.4
Men,2014,Meegan Andrew,IRL,15:47.6
Men,2014,Tsau Brian,USA,15:47.6
Men,2014,Pujol Belmonte Guillem,ESP,15:47.8
Men,2014,Owens Ethan,AUS,15:47.9
Men,2014,Gibbons Brendan,IRL,15:47.9
Men,2014,Takahashi Kouki,JPN,15:47.9
Men,2014,Brinegar Michael,USA,15:48.0
Men,2014,Brady Andrew,USA,15:48.1
Men,2014,Isidro Matheus,BRA,15:48.2
Men,2014,Mincham Michael J,NZL,15:48.2
Men,2014,Kuno Masahiro,JPN,15:48.3
Men,2014,Edgecombe Carter,NZL,15:48.3
Men,2014,Oka Shintarou,JPN,15:48.4
Men,2014,Olivier Marc Antoine,FRA,15:48.4
Men,2014,Duran Navia Miguel,ESP,15:48.4
Men,2014,Curtu Frutos Pau,ESP,15:48.6
Men,2014,Mitchell Archie,USA,15:48.8
Men,2014,Shreeve Brandon,USA,15:48.8
Men,2014,Pirani Federico,ITA,15:48.8
Men,2014,Defriece Andrew,USA,15:48.9
Men,2014,Gozdowski Antoine,FRA,15:49.0
Men,2014,Manzi Andrea,ITA,15:49.2
Men,2014,Sokolov Egor,RUS,15:49.3
Men,2014,Gil Rafael Lourenco,POR,15:49.4
Men,2014,Samedov Kyamran,RUS,15:49.4
Men,2014,Rodriguez Mesa Marcos,ESP,15:49.4
Men,2014,Kynigakis Athanasios-Haralabos,GRE,15:49.5
Men,2014,Yoshioka Yasuki,JPN,15:49.5
Men,2014,Eliseev Evgeny,RUS,15:49.8
Men,2014,Takada Toshiaki,JPN,15:49.9
Men,2014,Calloni Johannes,ITA,15:49.9
Men,2014,Aubry David,FRA,15:50.0
Men,2014,Vincent Jacob,AUS,15:50.0
Men,2014,Olszewski Ben,USA,15:50.1
Men,2014,Mills Gareth,GBR,15:50.2
Men,2014,Hogan Brian,USA,15:50.2
Men,2014,Kozhevnikov Roman,RUS,15:50.3
Men,2014,Robinson Tobias,GBR,15:50.3
Men,2014,Colonese Victor,BRA,15:50.5
Men,2014,de Bona Samuel,BRA,15:50.5
Men,2014,Straub Ruwen,GER,15:50.5
Men,2014,Arniakos Georgios,GRE,15:50.5
Men,2014,Castro Valle Cesar,ESP,15:50.5
Men,2014,Sekiya Yuuta,JPN,15:50.7
Men,2014,Kimura Masanari,JPN,15:50.7
Men,2014,Safra Yuval,ISR,15:50.7
Men,2014,Myers Mathew,NZL,15:50.8
Men,2014,Boscher Guillaume,FRA,15:50.9
Men,2014,Graudins Alexander,AUS,15:51.0
Men,2014,Bjoerlykke Ole Martin,NOR,15:51.0
Men,2014,de Vos Rahiti Z,FRA,15:51.0
Men,2014,Seal Brayden,USA,15:51.2
Men,2014,Gately Liam,USA,15:51.4
Men,2014,Abdelkhalek Haythem,FRA,15:51.5
Men,2014,Chaplinskiy Nikolay,RUS,15:51.5
Men,2014,Schouten Marcel,NED,15:51.6
Men,2014,Mortensen Oli,FAR,15:51.7
Men,2014,Ozaki Kenta,JPN,15:51.8
Men,2014,Shibutani Tetsuto,JPN,15:51.8
Men,2014,Novovesky Tomas,CZE,15:52.0
Men,2014,Bekemeyer Cody,USA,15:52.0
Men,2014,Peterson Alex,USA,15:52.1
Men,2014,Lawless Ben,USA,15:52.2
Men,2014,Carrizo Martin,ARG,15:52.2
Men,2014,Ritter Jake,USA,15:52.2
Men,2014,Reuss Eric,GER,15:52.3
Men,2014,Ambros Markus,AUT,15:52.3
Men,2014,Jerzyk Marcel,GER,15:52.4
Men,2014,Botvin Andrey,RUS,15:52.5
Men,2014,Prawira A Fadlan,INA,15:52.5
Men,2014,Snyder Austin,USA,15:52.6
Men,2014,Jura Maciej,POL,15:52.7
Men,2014,Orosz Adam,HUN,15:52.8
Men,2014,Draganosky Bryan,USA,15:52.9
Men,2014,Lamar Simon,USA,15:52.9
Men,2014,Ventura Luis,MEX,15:52.9
Men,2014,Wilson Toby,AUS,15:53.1
Men,2014,Antipov Daniil,RUS,15:53.5
Men,2014,Sanzullo Mario,ITA,15:53.6
Men,2014,Vannier Leo,FRA,15:53.6
Men,2014,McDowell Nicholas,USA,15:53.7
Men,2014,Bleda Martin Francisco Manuel,ESP,15:53.7
Men,2014,Shimizu Toshiki,JPN,15:53.9
Men,2014,Kao Ryan,USA,15:54.0
Men,2014,Szekelyi Daniel,HUN,15:54.0
Men,2014,Hirano Makoto,JPN,15:54.1
Men,2014,Radford Kane R,NZL,15:54.2
Men,2014,Chisholm Kyle,GBR,15:54.5
Men,2014,Hasegawa Daisuke,JPN,15:54.5
Men,2014,Bayar Abdelaziz,FRA,15:54.7
Men,2014,Horvath George,USA,15:54.7
Men,2014,Ramirez Antonio,USA,15:54.8
Men,2014,Clark Drew,USA,15:55.0
Men,2014,Staniszewski Adam,POL,15:55.0
Men,2014,Teo Zhen Ren,SIN,15:55.0
Men,2014,Graham Jared,USA,15:55.1
Men,2014,Hsu Che-Yu,TPE,15:55.2
Men,2014,Ho Chad,RSA,15:55.2
Men,2014,Inariyama Riku,JPN,15:55.3
Men,2014,Hsu Chan-Wei,TPE,15:55.6
Men,2014,Kubagawa Yagoh,BRA,15:55.6
Men,2014,Finke Robert,USA,15:55.7
Men,2014,Aoki Yousuke,JPN,15:55.8
Men,2014,Porteous Ian,GBR,15:55.9
Men,2014,Nelson Thomas,GBR,15:56.0
Men,2014,Simmer Scott,USA,15:56.0
Men,2014,Stephenson-Ganner Bob,GBR,15:56.1
Men,2014,Zaczynski Karol,POL,15:56.1
Men,2014,Bulakhov Nikolay,RUS,15:56.3
Men,2014,Perez Vertti Ferrer Arturo,MEX,15:56.3
Men,2014,Flynn Brandon,USA,15:56.5
Men,2014,Pedraza Joey,USA,15:56.5
Men,2014,Murphy Colin,USA,15:56.7
Men,2014,Evsikov Anton,RUS,15:56.9
Men,2014,Haffield Thomas,GBR,15:56.9
Men,2014,Legout Pierre,FRA,15:56.9
Men,2014,Tennant Oliver,GBR,15:57.3
Men,2014,Astapov Alexander,RUS,15:57.3
Men,2014,Sakakibara Toshiki,JPN,15:57.3
Men,2014,Slavinec Bradley,GBR,15:57.4
Men,2014,Uselis Taylor,USA,15:57.4
Men,2014,Zanatta Keegan,CAN,15:57.6
Men,2014,Lafata Spencer,USA,15:57.7
Men,2014,Forker Shane,USA,15:57.7
Men,2014,Ksiazek Sebastian,POL,15:57.9
Men,2014,Novak Brennan,USA,15:58.0
Men,2014,Finco Alexandre,BRA,15:58.0
Men,2014,Mordel Idan,ISR,15:58.1
Men,2014,Paulsson Adam,SWE,15:58.1
Men,2014,Watanabe Syuya,JPN,15:58.2
Men,2014,Gidskehaug Erik Arsland,NOR,15:58.3
Men,2014,Silva William,USA,15:58.3
Men,2014,Bonanca Mario Andre,POR,15:58.4
Men,2014,Cacheux Theo,FRA,15:58.4
Men,2014,Belanger Samuel,CAN,15:58.5
Men,2014,Tanemura Souta,JPN,15:58.6
Men,2014,Urbaniak Jan,POL,15:58.7
Men,2014,Breckon Matthew,GBR,15:58.7
Men,2014,Yeager Chris,USA,15:58.7
Men,2014,Oliveira Elder Luna S,BRA,15:59.0
Men,2014,Yarish Wyatt,CAN,15:59.1
Men,2014,Baister Jack,GBR,15:59.2
Men,2014,Maloney Sean,AUS,15:59.2
Men,2014,Julio Raphael,FRA,15:59.3
Men,2014,Popovic Grega,SLO,15:59.3
Men,2014,Matsuzaka Masahiro,JPN,15:59.5
Men,2014,Rivera Miranda Marcos,ESP,15:59.5
Men,2014,Lowther Chris,GBR,15:59.5
Men,2014,Collins Jack,USA,15:59.5
Men,2014,Smeja Slawomir,POL,15:59.5
Men,2014,Zhyharau Uladzimir,BLR,15:59.6
Men,2014,Jaszczak Wiktor,POL,15:59.8
Men,2014,Bready Chris,USA,15:59.8
Men,2014,Bianchi Francesco,ITA,15:59.9
Men,2014,Hosokawa Kazuya,JPN,16:00.0
Men,2014,Zangrandi Lorenzo,ITA,16:00.1
Men,2014,Caldwell Nicholas,USA,16:00.1
Men,2014,Villagoiz Gabriel,ARG,16:00.1
Men,2014,Maric Dushan,AUS,16:00.2
Men,2014,Coan Giovanni,ITA,16:00.4
Men,2014,Lima Lucas Simao,BRA,16:00.5
Men,2014,Takahashi Ken,USA,16:00.5
Men,2014,Davenport-Wright Mitchell,AUS,16:00.7
Men,2014,Peterson Chip,USA,16:00.9
Men,2014,Smith Harry,GBR,16:00.9
Men,2014,Jones Parks,USA,16:01.1
Men,2014,Akaishi Yasumune,JPN,16:01.1
Men,2014,Lakatos David,HUN,16:01.1
Men,2014,McIntyre Jack,USA,16:01.3
Men,2014,Saitou Yuusaku,JPN,16:01.3
Men,2014,Sidler Marco,SUI,16:01.3
Men,2014,Brumana Alberto,ITA,16:01.5
Men,2014,Wielinski Jacob,USA,16:01.6
Men,2014,Smith T.C.,USA,16:01.7
Men,2014,Haas Townley,USA,16:01.7
Men,2014,Fraysse Vincent,FRA,16:02.5
